Frame,Time (s),Point ID,X,Y,Vx,Vy,Ax,Ay
793,26.43,1,1570,417,17.26,-5.77,497.71,-193.31
793,26.43,2,1571,426,17.21,-4.18,496.92,-144.73
793,26.43,3,1567,417,17.15,-4.08,494.55,-142.16
793,26.43,4,1571,427,17.40,-5.96,502.24,-198.50
793,26.43,5,1569,417,17.12,-5.07,492.54,-173.28
793,26.43,6,1571,427,17.61,-6.27,508.49,-208.01
794,26.47,0,1565,418,17.19,-3.50,498.71,-122.18
794,26.47,1,1571,417,16.98,-4.42,492.17,-149.95
794,26.47,2,1572,426,17.40,-3.60,504.64,-125.07
794,26.47,3,1568,416,17.54,-3.11,509.10,-110.47
794,26.47,4,1572,427,17.29,-3.85,501.15,-132.76
794,26.47,5,1570,417,16.81,-3.74,487.26,-129.26
794,26.47,6,1572,427,17.08,-4.08,494.90,-140.03
795,26.50,0,1565,418,21.59,-5.03,630.56,-168.04
795,26.50,1,1572,417,20.41,-6.03,595.29,-197.93
795,26.50,2,1573,426,19.73,-7.62,574.55,-245.86
795,26.50,3,1569,416,19.82,-5.24,576.93,-174.76
795,26.50,4,1573,427,19.43,-6.08,565.65,-199.66
795,26.50,5,1570,416,20.79,-5.05,606.88,-168.34
795,26.50,6,1573,427,19.46,-5.87,566.73,-193.17
796,26.53,0,1566,417,13.90,-2.00,395.34,-81.60
796,26.53,1,1572,417,16.34,-1.56,469.80,-67.18
796,26.53,2,1573,426,16.48,-3.16,474.65,-114.54
796,26.53,3,1569,416,16.22,-2.18,466.66,-85.24
796,26.53,4,1573,426,16.72,-1.80,482.31,-73.48
796,26.53,5,1571,416,15.24,-1.67,436.35,-71.02
796,26.53,6,1573,427,16.58,-1.74,477.89,-71.73
797,26.57,0,1566,417,21.50,-5.67,631.22,-183.99
797,26.57,1,1573,416,20.50,-5.54,598.78,-182.51
797,26.57,2,1574,426,20.25,-6.84,590.95,-221.57
797,26.57,3,1570,416,20.46,-7.58,597.48,-243.50
797,26.57,4,1574,426,20.15,-5.82,587.85,-191.33
797,26.57,5,1572,416,21.16,-5.57,619.44,-182.42
797,26.57,6,1574,426,20.16,-5.68,588.33,-186.84
798,26.60,0,1567,417,19.37,-7.30,559.67,-240.41
798,26.60,1,1573,416,19.31,-6.34,558.91,-210.65
798,26.60,2,1574,426,19.30,-5.32,558.62,-179.80
798,26.60,3,1571,416,18.74,-6.98,541.60,-229.77
798,26.60,4,1574,426,19.42,-7.56,562.56,-246.97
798,26.60,5,1572,416,19.28,-7.39,557.16,-242.83
798,26.60,6,1574,426,19.35,-6.96,560.24,-229.07
799,26.63,0,1568,417,13.89,-6.56,397.45,-216.25
799,26.63,1,1574,416,14.12,-7.01,404.21,-229.73
799,26.63,2,1575,425,14.51,-4.99,416.09,-169.01
799,26.63,3,1571,416,14.96,-5.18,429.95,-174.00
799,26.63,4,1575,426,14.62,-6.17,419.04,-204.57
799,26.63,5,1573,416,13.93,-6.58,398.64,-216.78
799,26.63,6,1575,426,14.41,-6.69,412.97,-220.15
800,26.67,0,1568,417,18.55,-5.74,542.56,-185.97
800,26.67,1,1574,416,17.69,-7.19,516.52,-229.86
800,26.67,2,1576,425,17.18,-7.18,500.75,-230.04
800,26.67,3,1572,415,16.70,-5.50,486.13,-179.86
800,26.67,4,1576,426,16.94,-6.40,493.61,-206.60
800,26.67,5,1573,416,18.07,-6.03,528.13,-194.96
800,26.67,6,1575,426,17.23,-6.83,502.50,-219.22
801,26.70,0,1569,416,19.56,-4.44,568.34,-151.76
801,26.70,1,1575,416,21.24,-4.92,619.52,-165.43
801,26.70,2,1576,425,21.62,-6.75,631.35,-219.68
801,26.70,3,1572,415,21.17,-4.79,618.53,-160.32
801,26.70,4,1576,425,21.59,-4.96,630.81,-165.61
801,26.70,5,1574,415,20.28,-4.35,590.46,-148.45
801,26.70,6,1576,425,21.50,-4.94,627.89,-165.41
802,26.73,0,1570,416,20.59,-8.98,598.20,-289.11
802,26.73,1,1576,415,19.54,-8.77,564.99,-284.23
802,26.73,2,1577,425,20.06,-9.36,580.32,-302.57
802,26.73,3,1573,415,19.91,-11.28,576.15,-359.44
802,26.73,4,1577,425,20.36,-10.47,589.14,-335.61
802,26.73,5,1575,415,20.05,-9.32,581.33,-299.83
802,26.73,6,1577,425,20.15,-9.88,583.07,-317.81
803,26.77,0,1570,416,17.96,-6.31,518.18,-209.94
803,26.77,1,1576,415,17.76,-6.00,513.41,-199.69
803,26.77,2,1578,424,17.41,-4.49,502.12,-154.65
803,26.77,3,1574,415,17.10,-4.75,493.15,-162.51
803,26.77,4,1578,425,17.79,-6.95,513.25,-228.82
803,26.77,5,1575,415,18.23,-6.53,526.74,-216.08
803,26.77,6,1577,425,18.17,-7.24,524.99,-237.27
804,26.80,0,1571,416,17.95,-8.88,520.59,-284.21
804,26.80,1,1577,415,18.39,-9.42,534.08,-300.44
804,26.80,2,1578,424,19.06,-8.26,554.54,-265.34
804,26.80,3,1574,414,18.70,-7.52,543.75,-242.62
804,26.80,4,1578,425,18.85,-7.51,547.79,-243.06
804,26.80,5,1576,415,17.37,-8.55,502.97,-274.81
804,26.80,6,1578,425,18.73,-8.46,543.67,-272.12
805,26.83,0,1571,415,18.82,-4.98,546.64,-167.28
805,26.83,1,1578,415,18.52,-4.99,537.18,-168.03
805,26.83,2,1579,424,18.31,-7.39,530.14,-240.71
805,26.83,3,1575,414,17.56,-5.66,508.21,-188.46
805,26.83,4,1579,424,17.69,-4.69,511.79,-159.67
805,26.83,5,1576,414,19.27,-4.75,560.62,-159.81
805,26.83,6,1579,424,17.80,-4.68,515.21,-159.05
806,26.87,0,1572,415,16.40,-5.94,473.04,-197.16
806,26.87,1,1578,414,17.21,-5.87,497.73,-194.77
806,26.87,2,1579,424,16.89,-6.99,488.49,-227.87
806,26.87,3,1575,414,17.42,-7.63,504.95,-246.52
806,26.87,4,1579,424,17.23,-6.54,499.11,-213.88
806,26.87,5,1577,414,16.43,-5.96,473.58,-198.10
806,26.87,6,1579,424,17.27,-6.45,500.32,-211.38
807,26.90,0,1573,415,18.87,-7.57,549.62,-243.43
807,26.90,1,1579,414,18.96,-6.80,551.55,-221.33
807,26.90,2,1580,424,19.52,-5.48,568.57,-181.22
807,26.90,3,1576,414,18.43,-7.47,535.52,-241.57
807,26.90,4,1580,424,19.58,-8.07,570.21,-259.45
807,26.90,5,1578,414,19.14,-7.68,557.72,-246.87
807,26.90,6,1580,424,19.41,-8.00,565.00,-257.32
808,26.93,0,1573,415,17.13,-8.29,495.07,-267.43
808,26.93,1,1579,414,16.69,-8.99,481.80,-288.62
808,26.93,2,1580,423,15.53,-6.63,446.41,-218.40
808,26.93,3,1576,414,16.02,-6.70,462.11,-219.34
808,26.93,4,1580,424,15.69,-8.11,451.18,-262.87
808,26.93,5,1578,414,16.94,-8.33,488.98,-269.02
808,26.93,6,1580,424,15.93,-8.34,458.61,-269.51
809,26.97,0,1574,415,14.74,-4.01,425.07,-137.40
809,26.97,1,1580,414,15.64,-4.34,452.42,-146.96
809,26.97,2,1581,423,16.34,-4.43,474.68,-148.38
809,26.97,3,1577,413,15.73,-3.55,455.73,-122.59
809,26.97,4,1581,424,16.40,-3.93,476.17,-133.69
809,26.97,5,1579,414,15.14,-3.77,437.35,-130.15
809,26.97,6,1581,424,16.05,-3.98,465.49,-135.47
810,27.00,0,1574,414,18.90,-9.09,552.26,-287.56
810,27.00,1,1581,413,18.50,-8.95,539.50,-284.06
810,27.00,2,1582,423,18.33,-12.18,533.53,-381.86
810,27.00,3,1578,413,18.45,-10.85,537.88,-341.33
810,27.00,4,1582,423,17.96,-9.33,522.26,-296.24
810,27.00,5,1579,413,19.31,-8.97,564.06,-284.34
810,27.00,6,1582,423,18.21,-9.20,530.19,-292.02
811,27.03,0,1575,414,14.58,-6.21,418.58,-205.17
811,27.03,1,1581,413,15.92,-5.89,459.18,-195.16
811,27.03,2,1582,423,16.10,-5.69,464.74,-189.17
811,27.03,3,1578,413,16.26,-7.16,469.45,-233.18
811,27.03,4,1582,423,16.37,-7.42,473.24,-240.43
811,27.03,5,1580,413,15.10,-6.35,433.55,-209.84
811,27.03,6,1582,423,16.18,-7.07,467.06,-230.24
812,27.07,0,1575,414,18.57,-9.96,542.53,-313.49
812,27.07,1,1582,413,17.27,-10.14,502.19,-320.19
812,27.07,2,1583,422,17.07,-7.50,495.97,-241.18
812,27.07,3,1579,413,16.94,-7.30,492.07,-235.28
812,27.07,4,1583,423,17.04,-9.11,494.71,-289.60
812,27.07,5,1580,413,18.28,-9.84,533.34,-310.44
812,27.07,6,1583,423,17.16,-9.47,498.53,-300.14
813,27.10,0,1576,414,14.07,-4.48,403.41,-153.04
813,27.10,1,1582,413,16.33,-4.83,472.50,-162.04
813,27.10,2,1583,422,16.51,-5.40,478.30,-179.06
813,27.10,3,1579,412,16.46,-4.36,476.78,-147.71
813,27.10,4,1583,423,16.53,-4.64,478.89,-156.15
813,27.10,5,1581,413,15.40,-4.41,443.58,-150.53
813,27.10,6,1583,423,16.54,-4.69,479.10,-157.92
814,27.13,0,1576,413,16.59,-5.28,483.61,-172.60
814,27.13,1,1583,412,15.55,-5.94,450.26,-194.66
814,27.13,2,1584,422,15.90,-8.07,460.51,-258.65
814,27.13,3,1580,412,15.35,-6.39,443.98,-208.22
814,27.13,4,1584,422,15.83,-5.57,458.30,-183.52
814,27.13,5,1582,412,16.24,-5.79,471.85,-188.95
814,27.13,6,1584,422,15.77,-5.53,456.53,-182.57
815,27.17,0,1577,413,19.36,-6.30,564.15,-205.44
815,27.17,1,1583,412,19.58,-6.56,571.78,-212.48
815,27.17,2,1584,422,18.99,-7.35,553.85,-236.40
815,27.17,3,1580,412,19.80,-9.01,578.68,-285.50
815,27.17,4,1584,422,18.96,-8.18,552.82,-261.15
815,27.17,5,1582,412,19.34,-6.90,564.06,-223.28
815,27.17,6,1584,422,19.32,-7.91,563.87,-252.99
816,27.20,0,1578,413,18.23,-10.01,527.65,-319.64
816,27.20,1,1584,412,19.98,-9.78,579.84,-313.02
816,27.20,2,1585,421,21.01,-6.72,611.18,-220.70
816,27.20,3,1581,412,19.92,-8.40,577.75,-271.80
816,27.20,4,1585,422,21.04,-9.78,612.21,-312.26
816,27.20,5,1583,412,19.27,-10.15,558.76,-323.88
816,27.20,6,1585,422,20.98,-9.71,609.98,-310.73
817,27.23,0,1578,413,15.89,-7.63,458.46,-247.00
817,27.23,1,1585,412,15.32,-7.61,439.58,-248.19
817,27.23,2,1586,421,14.90,-7.13,425.92,-234.88
817,27.23,3,1582,411,14.67,-6.59,420.30,-217.48
817,27.23,4,1586,422,14.97,-6.17,428.08,-206.13
817,27.23,5,1583,412,16.41,-7.29,473.03,-237.98
817,27.23,6,1586,422,15.11,-6.29,432.21,-209.64
818,27.27,0,1579,412,18.31,-8.84,533.43,-281.18
818,27.27,1,1585,411,18.61,-9.04,543.01,-286.63
818,27.27,2,1586,421,18.88,-11.94,551.45,-373.08
818,27.27,3,1582,411,18.92,-10.46,552.88,-328.39
818,27.27,4,1586,421,18.87,-8.98,551.15,-284.47
818,27.27,5,1584,411,17.53,-8.87,509.40,-282.55
818,27.27,6,1586,421,18.80,-8.76,549.04,-277.79
819,27.30,0,1579,412,16.49,-4.97,476.29,-167.29
819,27.30,1,1586,411,15.31,-5.13,440.62,-172.42
819,27.30,2,1587,421,15.42,-4.80,443.76,-162.85
819,27.30,3,1583,411,15.21,-6.72,437.45,-220.38
819,27.30,4,1587,421,15.77,-6.37,454.20,-210.01
819,27.30,5,1584,411,16.34,-5.41,472.57,-179.85
819,27.30,6,1587,421,15.69,-5.84,451.85,-194.01
820,27.33,0,1580,412,16.77,-13.37,486.58,-417.57
820,27.33,1,1586,411,18.60,-13.32,542.80,-414.88
820,27.33,2,1587,420,18.30,-10.31,533.68,-324.66
820,27.33,3,1583,410,18.12,-10.13,528.50,-319.20
820,27.33,4,1587,421,18.31,-12.71,533.66,-397.21
820,27.33,5,1585,411,18.17,-13.16,528.70,-411.08
820,27.33,6,1587,421,18.54,-13.13,540.55,-409.69
821,27.37,0,1581,412,22.43,-5.78,656.03,-190.19
821,27.37,1,1587,411,22.57,-5.80,658.37,-192.54
821,27.37,2,1588,420,22.41,-7.82,654.06,-252.86
821,27.37,3,1584,410,22.28,-5.15,650.28,-172.76
821,27.37,4,1588,420,22.06,-4.93,643.61,-166.30
821,27.37,5,1586,411,22.13,-5.54,645.63,-184.39
821,27.37,6,1588,420,21.94,-4.97,639.65,-167.60
822,27.40,0,1581,411,15.69,-5.15,448.23,-177.03
822,27.40,1,1588,410,13.91,-5.90,394.58,-199.50
822,27.40,2,1589,420,13.75,-7.35,390.23,-242.99
822,27.40,3,1585,410,14.34,-6.79,408.05,-225.97
822,27.40,4,1589,420,13.40,-5.86,380.04,-197.98
822,27.40,5,1586,410,14.90,-5.88,425.02,-198.59
822,27.40,6,1589,420,13.50,-5.52,383.02,-187.42
823,27.43,0,1582,411,16.76,-8.12,487.16,-259.31
823,27.43,1,1588,410,19.19,-8.33,561.89,-263.71
823,27.43,2,1589,420,20.07,-6.80,588.30,-217.83
823,27.43,3,1585,410,18.90,-9.67,552.66,-304.55
823,27.43,4,1589,420,20.04,-9.88,587.66,-309.79
823,27.43,5,1587,410,18.01,-9.11,525.40,-288.13
823,27.43,6,1589,420,20.01,-9.50,586.68,-298.51
824,27.47,0,1582,411,19.61,-10.74,571.45,-338.96
824,27.47,1,1589,410,18.11,-10.65,524.08,-338.81
824,27.47,2,1590,419,17.72,-7.95,511.56,-258.53
824,27.47,3,1586,409,17.76,-8.14,513.83,-262.99
824,27.47,4,1590,420,17.68,-8.92,510.27,-287.74
824,27.47,5,1588,410,18.74,-10.04,544.27,-319.15
824,27.47,6,1590,420,17.69,-9.78,510.74,-313.45
825,27.50,0,1583,411,16.49,-5.06,475.00,-171.49
825,27.50,1,1589,410,17.49,-5.29,506.60,-176.89
825,27.50,2,1590,419,16.96,-6.91,490.95,-225.12
825,27.50,3,1586,409,17.63,-4.98,511.23,-167.23
825,27.50,4,1590,419,16.94,-5.05,490.44,-169.18
825,27.50,5,1588,410,17.15,-4.64,495.75,-157.83
825,27.50,6,1590,420,17.05,-5.02,493.72,-168.31
826,27.53,0,1583,410,14.44,-6.82,416.59,-220.94
826,27.53,1,1590,409,13.24,-7.51,379.67,-242.71
826,27.53,2,1591,419,14.16,-9.03,407.78,-287.93
826,27.53,3,1587,409,13.40,-9.13,384.25,-291.49
826,27.53,4,1591,419,13.89,-7.24,399.77,-234.16
826,27.53,5,1589,409,13.45,-7.54,386.38,-243.22
826,27.53,6,1591,419,13.69,-6.97,393.73,-226.17
827,27.57,0,1584,410,15.61,-9.42,453.91,-297.03
827,27.57,1,1590,409,16.96,-10.25,495.65,-320.80
827,27.57,2,1591,418,16.63,-7.99,484.62,-253.96
827,27.57,3,1587,409,16.77,-10.10,489.56,-316.45
827,27.57,4,1591,419,16.99,-11.27,495.77,-351.99
827,27.57,5,1589,409,16.88,-10.74,493.02,-335.79
827,27.57,6,1591,419,17.16,-11.14,501.02,-347.92
828,27.60,0,1585,410,19.02,-9.92,555.13,-313.18
828,27.60,1,1591,409,20.21,-9.04,589.37,-288.30
828,27.60,2,1592,418,20.72,-7.73,605.09,-248.55
828,27.60,3,1588,408,19.87,-7.49,579.24,-241.38
828,27.60,4,1592,419,20.50,-7.97,598.14,-256.05
828,27.60,5,1590,409,19.60,-8.49,571.22,-271.44
828,27.60,6,1592,419,20.45,-8.05,596.32,-258.75
829,27.63,0,1585,409,18.05,-7.55,522.60,-245.67
829,27.63,1,1592,408,17.17,-7.88,494.94,-256.75
829,27.63,2,1593,418,16.76,-11.08,482.01,-353.14
829,27.63,3,1589,408,16.89,-8.69,486.82,-280.46
829,27.63,4,1593,418,16.77,-8.23,482.45,-267.45
829,27.63,5,1590,408,18.18,-7.89,525.87,-256.39
829,27.63,6,1593,418,16.72,-7.67,481.08,-250.64
830,27.67,0,1586,409,15.32,-8.12,441.61,-261.68
830,27.67,1,1592,408,17.67,-8.71,512.81,-278.43
830,27.67,2,1593,418,17.98,-8.28,522.67,-265.02
830,27.67,3,1589,408,17.53,-10.74,509.03,-339.20
830,27.67,4,1593,418,18.21,-10.37,529.48,-327.87
830,27.67,5,1591,408,16.21,-9.35,468.07,-298.64
830,27.67,6,1593,418,18.18,-9.48,528.75,-301.21
831,27.70,0,1586,409,15.13,-12.30,438.52,-384.27
831,27.70,1,1593,408,13.59,-12.31,390.04,-386.97
831,27.70,2,1594,417,13.16,-9.34,376.87,-298.27
831,27.70,3,1590,407,13.36,-9.70,383.25,-308.59
831,27.70,4,1594,418,13.19,-10.31,377.41,-327.53
831,27.70,5,1591,408,14.85,-11.86,429.29,-371.86
831,27.70,6,1594,418,13.39,-11.56,383.48,-365.13
832,27.73,0,1587,409,15.06,-5.37,436.74,-176.19
832,27.73,1,1593,408,16.80,-4.31,490.35,-142.84
832,27.73,2,1594,417,17.46,-6.46,510.56,-206.96
832,27.73,3,1590,407,16.31,-4.48,476.08,-147.67
832,27.73,4,1594,417,17.25,-4.63,504.38,-152.22
832,27.73,5,1592,408,15.37,-4.27,446.14,-142.92
832,27.73,6,1594,418,17.12,-4.25,500.11,-140.99
833,27.77,0,1587,408,17.00,-10.16,494.92,-319.93
833,27.77,1,1594,407,14.89,-10.90,430.02,-343.94
833,27.77,2,1595,417,14.67,-12.61,422.65,-395.72
833,27.77,3,1591,407,14.95,-14.00,432.26,-436.24
833,27.77,4,1595,417,14.57,-12.14,419.78,-381.37
833,27.77,5,1592,407,16.01,-11.12,464.96,-349.08
833,27.77,6,1595,417,14.41,-11.09,415.09,-349.81
834,27.80,0,1588,408,13.78,-6.23,396.31,-203.99
834,27.80,1,1594,407,16.78,-6.83,488.61,-219.93
834,27.80,2,1595,416,16.05,-4.56,466.86,-151.42
834,27.80,3,1591,407,16.20,-5.44,470.97,-178.10
834,27.80,4,1595,417,16.19,-7.17,471.25,-229.68
834,27.80,5,1593,407,15.56,-6.94,450.80,-224.26
834,27.80,6,1595,417,16.24,-7.46,472.73,-238.12
835,27.83,0,1588,408,16.60,-10.77,484.23,-336.83
835,27.83,1,1595,407,14.03,-10.17,404.10,-321.96
835,27.83,2,1596,416,14.34,-9.06,414.06,-287.94
835,27.83,3,1592,406,13.98,-7.90,403.26,-253.09
835,27.83,4,1596,417,14.26,-8.65,411.50,-275.66
835,27.83,5,1593,407,14.90,-9.64,431.36,-304.72
835,27.83,6,1596,417,14.19,-9.36,409.37,-296.94
836,27.87,0,1589,407,16.77,-6.19,486.57,-202.41
836,27.87,1,1595,406,18.97,-5.88,554.95,-190.36
836,27.87,2,1596,416,18.60,-9.25,543.77,-291.93
836,27.87,3,1592,406,18.83,-7.00,551.04,-224.07
836,27.87,4,1596,416,18.37,-6.44,536.93,-207.45
836,27.87,5,1594,406,18.38,-5.95,536.40,-193.40
836,27.87,6,1596,416,18.46,-6.35,539.63,-204.74
837,27.90,0,1589,407,15.58,-10.05,450.70,-318.21
837,27.90,1,1596,406,14.11,-10.89,404.45,-345.78
837,27.90,2,1597,416,14.84,-9.82,426.45,-313.12
837,27.90,3,1593,406,13.74,-12.95,393.48,-407.28
837,27.90,4,1597,416,14.93,-12.46,429.54,-392.21
837,27.90,5,1595,406,14.13,-11.19,405.59,-354.04
837,27.90,6,1597,416,14.60,-11.61,419.56,-366.64
838,27.93,0,1590,407,15.11,-10.92,437.60,-343.17
838,27.93,1,1596,406,16.77,-10.41,488.95,-326.29
838,27.93,2,1597,415,15.58,-8.13,452.63,-258.62
838,27.93,3,1593,405,16.20,-7.54,472.29,-239.90
838,27.93,4,1597,416,15.60,-8.89,452.98,-281.60
838,27.93,5,1595,406,16.40,-10.07,477.95,-316.34
838,27.93,6,1597,416,15.85,-9.83,460.89,-309.39
839,27.97,0,1590,407,15.57,-5.37,452.14,-176.22
839,27.97,1,1597,406,14.82,-5.27,427.85,-174.78
839,27.97,2,1598,415,15.03,-7.05,435.30,-227.10
839,27.97,3,1594,405,14.11,-4.69,407.10,-156.96
839,27.97,4,1598,415,14.46,-4.97,418.25,-164.85
839,27.97,5,1596,406,14.61,-4.75,421.84,-159.01
839,27.97,6,1598,416,14.26,-5.03,411.85,-166.75
840,28.00,0,1591,406,10.53,-7.88,300.39,-252.03
840,28.00,1,1597,405,12.32,-7.91,354.76,-252.07
840,28.00,2,1598,415,12.52,-9.90,360.59,-312.04
840,28.00,3,1594,405,12.48,-10.39,360.19,-325.79
840,28.00,4,1598,415,12.56,-8.67,362.26,-274.45
840,28.00,5,1596,405,11.82,-7.95,340.03,-253.20
840,28.00,6,1598,415,12.64,-8.03,364.88,-255.19
841,28.03,0,1591,406,15.40,-10.89,451.55,-337.21
841,28.03,1,1598,405,14.49,-11.98,422.30,-371.74
841,28.03,2,1599,414,14.23,-8.57,414.41,-269.77
841,28.03,3,1595,405,14.18,-10.74,412.80,-334.76
841,28.03,4,1599,415,14.42,-11.99,420.08,-372.11
841,28.03,5,1597,405,15.30,-12.05,447.19,-373.19
841,28.03,6,1599,415,14.45,-12.04,420.77,-373.76
842,28.07,0,1592,406,14.77,-9.22,427.68,-292.04
842,28.07,1,1598,405,16.95,-8.09,494.07,-257.15
842,28.07,2,1599,414,16.51,-7.99,481.03,-253.84
842,28.07,3,1595,404,16.58,-6.83,483.18,-218.99
842,28.07,4,1599,415,16.61,-6.75,483.81,-216.90
842,28.07,5,1597,405,16.24,-7.96,471.94,-254.12
842,28.07,6,1599,415,16.81,-7.41,489.83,-236.78
843,28.10,0,1592,405,15.16,-5.88,439.95,-191.04
843,28.10,1,1599,404,14.79,-6.03,426.79,-197.84
843,28.10,2,1600,414,15.74,-8.66,455.68,-276.28
843,28.10,3,1596,404,14.69,-6.78,423.97,-219.91
843,28.10,4,1600,414,15.34,-6.07,443.61,-198.76
843,28.10,5,1598,404,15.25,-5.88,441.34,-192.60
843,28.10,6,1600,414,15.04,-5.50,434.29,-181.77
844,28.13,0,1593,405,13.49,-8.64,389.69,-274.35
844,28.13,1,1599,404,15.67,-9.27,455.42,-292.91
844,28.13,2,1600,414,15.24,-8.67,441.40,-275.73
844,28.13,3,1596,404,15.68,-11.41,455.86,-356.85
844,28.13,4,1600,414,15.56,-10.88,451.47,-341.63
844,28.13,5,1598,404,15.36,-9.40,445.51,-297.24
844,28.13,6,1600,414,15.53,-9.78,450.78,-308.43
845,28.17,0,1593,405,11.51,-11.37,331.70,-354.59
845,28.17,1,1600,404,11.78,-11.03,337.87,-346.58
845,28.17,2,1601,413,11.00,-8.22,314.90,-261.74
845,28.17,3,1597,404,11.52,-8.26,329.84,-263.34
845,28.17,4,1601,414,11.35,-9.54,324.80,-301.84
845,28.17,5,1598,404,12.45,-11.21,358.07,-351.60
845,28.17,6,1601,414,11.62,-11.04,333.18,-346.77
846,28.20,0,1594,405,18.22,-8.31,535.17,-260.73
846,28.20,1,1600,403,19.68,-7.88,578.73,-248.07
846,28.20,2,1601,413,19.71,-10.94,580.28,-339.33
846,28.20,3,1597,403,19.55,-8.01,575.04,-251.73
846,28.20,4,1601,413,19.28,-8.17,567.08,-256.34
846,28.20,5,1599,403,19.42,-7.80,570.05,-246.59
846,28.20,6,1601,413,19.35,-8.25,568.78,-258.98
847,28.23,0,1594,404,16.34,-7.21,471.88,-234.52
847,28.23,1,1601,403,15.27,-7.38,438.45,-241.17
847,28.23,2,1602,413,15.88,-8.49,456.77,-274.35
847,28.23,3,1598,403,14.97,-9.84,429.68,-314.86
847,28.23,4,1602,413,15.75,-8.63,453.24,-278.20
847,28.23,5,1600,403,14.99,-7.53,430.36,-245.24
847,28.23,6,1602,413,15.41,-7.88,442.96,-255.66
848,28.27,0,1595,404,13.89,-10.11,400.48,-319.50
848,28.27,1,1601,403,15.69,-11.01,455.38,-345.66
848,28.27,2,1602,412,14.73,-7.76,425.88,-248.66
848,28.27,3,1598,403,15.92,-9.19,462.49,-290.81
848,28.27,4,1602,413,15.33,-10.42,444.14,-328.23
848,28.27,5,1600,403,15.95,-11.12,463.46,-348.65
848,28.27,6,1602,413,15.68,-11.05,455.13,-346.92
849,28.30,0,1595,404,15.76,-8.25,458.96,-261.42
849,28.30,1,1602,403,14.47,-7.31,418.49,-234.89
849,28.30,2,1603,412,14.77,-7.90,428.46,-251.65
849,28.30,3,1599,402,13.80,-6.50,398.16,-210.81
849,28.30,4,1603,412,14.69,-6.98,425.44,-224.76
849,28.30,5,1601,403,14.20,-7.43,410.10,-238.75
849,28.30,6,1603,413,14.50,-7.45,419.26,-239.04
850,28.33,0,1596,404,12.48,-5.45,358.65,-179.21
850,28.33,1,1602,402,13.35,-5.77,386.09,-187.48
850,28.33,2,1603,412,13.10,-8.52,378.21,-270.23
850,28.33,3,1599,402,13.59,-6.51,393.90,-209.19
850,28.33,4,1603,412,12.77,-5.59,368.40,-182.43
850,28.33,5,1601,402,13.32,-5.78,385.37,-187.57
850,28.33,6,1603,412,13.01,-5.94,375.74,-192.78
851,28.37,0,1596,403,13.25,-10.18,385.00,-317.82
851,28.37,1,1603,402,12.46,-11.90,360.51,-370.24
851,28.37,2,1604,411,13.28,-10.46,385.37,-327.03
851,28.37,3,1600,402,12.29,-13.43,355.00,-416.57
851,28.37,4,1604,412,13.55,-13.40,393.61,-414.90
851,28.37,5,1602,402,12.91,-12.41,374.06,-385.56
851,28.37,6,1604,412,13.34,-12.62,387.33,-391.46
852,28.40,0,1596,403,12.37,-11.93,357.76,-371.27
852,28.40,1,1603,402,12.57,-11.10,364.70,-345.38
852,28.40,2,1604,411,12.38,-9.95,358.06,-311.75
852,28.40,3,1600,401,11.56,-8.61,334.66,-270.63
852,28.40,4,1604,412,12.24,-9.44,353.62,-296.86
852,28.40,5,1602,402,11.36,-10.59,327.88,-330.66
852,28.40,6,1604,412,12.36,-10.15,357.33,-317.78
853,28.43,0,1597,403,15.55,-3.65,454.22,-121.85
853,28.43,1,1604,402,15.39,-3.36,449.07,-113.34
853,28.43,2,1605,411,14.61,-5.42,425.87,-175.11
853,28.43,3,1601,401,15.72,-3.33,459.97,-111.49
853,28.43,4,1605,411,14.54,-3.82,424.03,-126.94
853,28.43,5,1602,402,16.71,-3.18,489.95,-106.78
853,28.43,6,1605,411,14.56,-3.84,424.57,-127.47
854,28.47,0,1597,402,14.02,-8.72,405.00,-277.25
854,28.47,1,1604,401,14.77,-8.85,427.69,-280.76
854,28.47,2,1605,411,15.09,-10.39,438.14,-326.29
854,28.47,3,1601,401,13.78,-11.81,397.59,-370.00
854,28.47,4,1605,411,15.21,-10.26,441.72,-322.30
854,28.47,5,1603,401,13.52,-9.04,388.90,-287.94
854,28.47,6,1605,411,15.09,-9.60,438.07,-302.49
855,28.50,0,1598,402,13.44,-7.86,389.18,-249.84
855,28.50,1,1605,401,13.69,-9.06,395.79,-286.57
855,28.50,2,1606,410,13.22,-6.68,381.62,-215.34
855,28.50,3,1601,401,14.47,-8.08,420.18,-256.14
855,28.50,4,1606,411,13.56,-9.33,391.72,-295.06
855,28.50,5,1603,401,14.96,-9.24,435.38,-290.60
855,28.50,6,1606,411,13.68,-9.62,395.36,-303.75
856,28.53,0,1598,402,12.49,-10.87,361.30,-339.68
856,28.53,1,1605,401,12.44,-9.55,359.52,-300.13
856,28.53,2,1606,410,12.44,-9.39,359.87,-295.05
856,28.53,3,1602,400,11.45,-7.72,329.08,-246.00
856,28.53,4,1606,410,12.38,-8.25,357.77,-261.00
856,28.53,5,1604,401,11.30,-9.24,324.07,-292.26
856,28.53,6,1606,411,12.30,-8.27,355.24,-261.78
857,28.57,0,1599,402,14.59,-4.19,425.09,-138.23
857,28.57,1,1606,401,15.56,-3.48,454.48,-116.73
857,28.57,2,1607,410,15.29,-6.03,446.24,-193.38
