Frame,Time (s),Point ID,X,Y,Vx,Vy,Ax,Ay
1359,45.30,5,1664,377,3.15,1.54,93.65,45.48
1359,45.30,6,1659,392,15.20,-0.92,455.98,-27.72
1360,45.33,0,1644,389,7.62,-2.18,222.03,-72.24
1360,45.33,1,1666,376,0.28,0.12,2.62,-2.16
1360,45.33,2,1664,388,1.71,-1.11,37.83,-46.68
1360,45.33,3,1655,382,3.04,-1.12,86.34,-38.47
1360,45.33,4,1659,392,-0.13,-0.41,-18.96,-27.37
1360,45.33,5,1664,377,1.06,-0.58,28.60,-20.45
1360,45.33,6,1659,392,-0.07,-0.41,-17.18,-27.51
1361,45.37,0,1644,389,0.98,-0.57,21.71,-24.79
1361,45.37,1,1667,376,9.23,-0.14,276.68,-4.54
1361,45.37,2,1664,388,2.68,-1.49,78.82,-46.51
1361,45.37,3,1655,382,4.38,-1.43,128.47,-45.96
1361,45.37,4,1659,392,-0.02,-0.32,-0.53,-9.59
1361,45.37,5,1664,377,7.60,0.30,227.02,7.95
1361,45.37,6,1659,392,0.37,-0.53,11.27,-15.81
1362,45.40,0,1644,389,0.13,-0.60,2.87,-18.83
1362,45.40,1,1667,376,1.27,1.00,28.89,20.73
1362,45.40,2,1664,388,-0.71,0.89,-24.11,23.96
1362,45.40,3,1655,382,2.58,-0.24,73.07,-11.61
1362,45.40,4,1659,392,0.27,0.16,8.04,4.69
1362,45.40,5,1664,377,0.86,1.28,18.22,30.66
1362,45.40,6,1659,392,0.64,0.00,18.96,-0.29
1363,45.43,0,1644,389,5.28,-0.29,158.29,-8.97
1363,45.43,1,1667,376,3.14,2.00,92.99,58.69
1363,45.43,2,1664,388,0.52,5.01,16.20,151.14
1363,45.43,3,1656,382,4.82,6.66,142.11,197.09
1363,45.43,4,1660,392,4.68,3.28,140.03,98.01
1363,45.43,5,1664,377,2.68,4.11,79.45,122.38
1363,45.43,6,1660,392,4.47,3.75,133.50,111.83
1364,45.47,0,1644,389,-1.04,0.33,-36.59,4.47
1364,45.47,1,1667,376,7.92,1.68,234.49,47.23
1364,45.47,2,1664,389,-1.75,2.09,-52.92,62.30
1364,45.47,3,1656,382,0.62,1.20,13.85,31.27
1364,45.47,4,1660,392,-0.16,0.37,-9.51,6.31
1364,45.47,5,1664,377,3.21,3.68,93.56,107.65
1364,45.47,6,1660,392,-0.15,0.36,-8.87,6.21
1365,45.50,0,1644,389,9.99,0.11,300.64,4.20
1365,45.50,1,1667,377,-0.90,0.56,-34.95,8.78
1365,45.50,2,1664,389,0.05,0.31,3.39,11.06
1365,45.50,3,1656,382,0.13,0.49,3.22,14.21
1365,45.50,4,1660,392,0.64,-0.00,19.50,0.05
1365,45.50,5,1664,377,-1.51,1.10,-48.36,29.72
1365,45.50,6,1660,392,0.22,0.20,6.63,6.13
1366,45.53,0,1644,389,-1.54,0.14,-56.13,-5.78
1366,45.53,1,1667,377,4.43,0.34,133.73,11.01
1366,45.53,2,1664,389,7.70,-0.87,230.88,-26.15
1366,45.53,3,1656,382,4.78,-1.39,143.24,-41.96
1366,45.53,4,1660,392,4.09,-0.49,122.18,-15.45
1366,45.53,5,1664,377,5.37,0.16,162.56,6.26
1366,45.53,6,1660,392,3.85,-0.39,115.14,-11.81
1367,45.57,0,1644,389,-0.21,0.47,-4.72,15.66
1367,45.57,1,1667,376,1.82,-0.73,50.06,-26.37
1367,45.57,2,1664,389,-0.09,-0.15,-10.33,-12.31
1367,45.57,3,1656,382,1.64,-0.82,44.55,-29.47
1367,45.57,4,1660,392,-0.38,0.11,-15.52,-0.88
1367,45.57,5,1664,377,1.56,-0.56,41.54,-22.32
1367,45.57,6,1660,392,-0.38,0.10,-15.16,-0.77
1368,45.60,0,1644,389,8.81,-0.75,264.43,-22.42
1368,45.60,1,1668,377,11.35,0.75,338.65,20.79
1368,45.60,2,1665,389,10.11,0.99,303.31,29.67
1368,45.60,3,1656,382,12.95,0.65,386.94,17.88
1368,45.60,4,1660,392,10.68,0.12,320.63,4.01
1368,45.60,5,1665,377,10.59,0.99,316.27,28.10
1368,45.60,6,1660,392,10.18,0.31,305.69,9.61
1369,45.63,0,1644,389,-0.56,-0.04,-25.51,-10.15
1369,45.63,1,1667,377,-1.82,1.69,-65.84,39.44
1369,45.63,2,1665,389,-1.89,1.20,-66.80,25.96
1369,45.63,3,1656,382,-2.48,1.94,-87.44,45.27
1369,45.63,4,1660,392,-0.25,0.23,-18.15,-3.84
1369,45.63,5,1665,377,-2.41,2.39,-82.88,61.20
1369,45.63,6,1660,392,-0.53,0.38,-26.00,1.08
1370,45.67,0,1644,389,0.36,0.32,11.32,10.06
1370,45.67,1,1668,377,7.51,0.14,227.04,6.10
1370,45.67,2,1665,389,0.91,-0.31,29.25,-7.39
1370,45.67,3,1656,382,2.03,0.80,63.24,26.38
1370,45.67,4,1660,392,-0.61,0.58,-17.99,17.74
1370,45.67,5,1665,377,5.48,0.73,166.87,24.35
1370,45.67,6,1660,392,-0.51,0.54,-14.74,16.70
1371,45.70,0,1644,389,0.60,1.15,17.77,34.08
1371,45.70,1,1668,377,1.28,0.35,30.83,3.07
1371,45.70,2,1665,389,-1.35,1.50,-41.56,44.16
1371,45.70,3,1656,382,6.53,-1.00,193.86,-31.94
1371,45.70,4,1660,392,0.10,0.90,3.46,27.69
1371,45.70,5,1665,377,3.24,0.35,91.86,5.01
1371,45.70,6,1660,392,0.25,0.90,7.98,27.37
1372,45.73,0,1644,389,-0.65,0.34,-20.05,9.48
1372,45.73,1,1668,377,-1.05,2.32,-32.81,68.40
1372,45.73,2,1665,389,0.59,0.78,18.93,24.87
1372,45.73,3,1656,382,-0.69,1.82,-27.29,48.07
1372,45.73,4,1660,392,1.25,0.59,37.48,17.65
1372,45.73,5,1665,377,-2.28,3.01,-71.69,87.04
1372,45.73,6,1660,392,1.31,0.55,39.19,16.18
1373,45.77,0,1644,389,2.08,-1.05,63.05,-30.80
1373,45.77,1,1668,377,1.49,0.55,45.66,17.45
1373,45.77,2,1665,389,1.49,-0.25,44.24,-8.06
1373,45.77,3,1657,382,2.96,-2.27,89.46,-67.26
1373,45.77,4,1660,392,-1.45,2.42,-44.65,71.34
1373,45.77,5,1665,377,0.63,0.21,21.18,8.63
1373,45.77,6,1660,392,-1.37,2.06,-42.40,60.59
1374,45.80,0,1645,389,13.72,-0.48,409.47,-16.53
1374,45.80,1,1668,377,-0.82,1.75,-26.21,51.08
1374,45.80,2,1665,389,3.84,0.44,113.75,11.83
1374,45.80,3,1657,382,3.18,0.85,92.29,22.42
1374,45.80,4,1660,392,4.54,2.44,137.68,74.56
1374,45.80,5,1665,378,-1.09,1.62,-33.37,47.93
1374,45.80,6,1660,392,5.01,2.02,151.55,61.85
1375,45.83,0,1645,389,-0.47,0.19,-27.78,-8.14
1375,45.83,1,1668,377,0.53,-0.11,16.75,-2.55
1375,45.83,2,1665,389,0.11,0.06,-0.55,-1.92
1375,45.83,3,1657,382,0.10,0.05,-0.32,-1.61
1375,45.83,4,1660,392,0.16,0.15,0.18,-0.17
1375,45.83,5,1665,378,1.02,-0.10,31.63,-1.90
1375,45.83,6,1660,392,0.20,0.13,0.93,-1.13
1376,45.87,0,1645,389,-2.48,2.63,-73.80,79.41
1376,45.87,1,1668,377,8.87,3.94,265.67,117.74
1376,45.87,2,1665,389,0.38,4.55,11.32,136.31
1376,45.87,3,1657,382,-3.79,8.56,-113.91,256.71
1376,45.87,4,1660,392,-3.01,4.75,-90.36,142.34
1376,45.87,5,1665,378,4.62,4.42,137.63,131.59
1376,45.87,6,1660,392,-2.60,4.07,-78.09,121.97
1377,45.90,0,1645,389,-1.78,2.11,-51.03,65.67
1377,45.90,1,1668,377,-1.16,0.69,-43.70,11.78
1377,45.90,2,1665,389,-0.51,0.03,-15.65,0.55
1377,45.90,3,1657,382,-0.12,-0.01,0.17,3.35
1377,45.90,4,1660,392,-0.37,0.20,-7.98,8.88
1377,45.90,5,1665,378,-0.67,0.36,-24.62,6.31
1377,45.90,6,1660,392,-0.36,0.22,-8.17,9.13
1378,45.93,0,1645,389,-0.19,0.90,-3.82,28.86
1378,45.93,1,1668,377,4.23,2.15,128.05,65.54
1378,45.93,2,1665,389,9.93,-1.77,298.46,-52.50
1378,45.93,3,1657,382,8.21,-3.25,246.54,-97.25
1378,45.93,4,1660,392,7.00,-0.96,210.42,-28.56
1378,45.93,5,1665,378,7.45,1.34,224.13,40.85
1378,45.93,6,1660,392,7.23,-1.00,217.34,-29.50
1379,45.97,0,1645,389,8.57,-0.91,257.38,-27.17
1379,45.97,1,1668,377,0.46,-0.78,9.50,-27.52
1379,45.97,2,1665,389,0.32,-0.40,-0.26,-21.88
1379,45.97,3,1657,382,1.14,-0.35,25.84,-18.68
1379,45.97,4,1660,392,-0.45,0.24,-20.41,0.17
1379,45.97,5,1665,378,0.34,-0.42,2.77,-20.00
1379,45.97,6,1660,392,-0.47,0.27,-21.19,0.87
1380,46.00,0,1645,389,-2.73,0.65,-90.53,10.90
1380,46.00,1,1668,377,1.82,2.36,54.25,70.43
1380,46.00,2,1665,389,3.06,0.69,91.41,20.25
1380,46.00,3,1657,382,6.60,-3.12,196.84,-94.74
1380,46.00,4,1660,392,4.92,0.41,147.99,12.61
1380,46.00,5,1665,378,1.50,1.16,44.70,34.60
1380,46.00,6,1660,392,4.97,0.41,149.44,12.66
1381,46.03,0,1645,389,0.64,0.24,22.07,9.93
1381,46.03,1,1668,377,1.02,0.07,28.72,0.35
1381,46.03,2,1665,389,-0.60,1.09,-21.08,29.57
1381,46.03,3,1657,382,-0.63,-0.14,-25.50,-10.75
1381,46.03,4,1660,392,-0.55,0.86,-21.40,20.76
1381,46.03,5,1665,378,0.25,0.12,6.08,2.04
1381,46.03,6,1660,392,-0.51,0.82,-20.24,19.67
1382,46.07,0,1645,389,11.19,0.86,334.99,25.23
1382,46.07,1,1669,377,7.71,1.69,230.35,49.60
1382,46.07,2,1666,389,10.26,0.62,308.33,19.25
1382,46.07,3,1657,382,10.51,1.11,315.94,33.81
1382,46.07,4,1661,392,7.31,2.32,219.95,70.04
1382,46.07,5,1666,378,8.07,1.91,241.89,57.01
1382,46.07,6,1661,393,7.17,2.40,215.51,72.39
1383,46.10,0,1645,389,0.03,0.03,-10.31,-10.39
1383,46.10,1,1669,377,-0.49,0.29,-22.32,0.94
1383,46.10,2,1666,389,1.35,-0.73,30.28,-32.04
1383,46.10,3,1657,382,0.53,0.26,5.42,-2.74
1383,46.10,4,1661,392,0.65,0.11,12.24,-4.10
1383,46.10,5,1666,378,-0.11,0.33,-11.48,1.73
1383,46.10,6,1661,393,0.60,0.13,10.96,-3.27
1384,46.13,0,1645,389,-0.37,0.42,-11.02,12.60
1384,46.13,1,1669,377,1.24,0.25,37.73,7.88
1384,46.13,2,1666,389,-1.60,1.50,-49.25,43.61
1384,46.13,3,1657,382,-2.05,2.03,-61.94,60.36
1384,46.13,4,1661,392,-1.70,1.50,-51.63,44.31
1384,46.13,5,1666,378,-0.50,0.72,-14.94,21.73
1384,46.13,6,1661,393,-1.57,1.45,-47.63,42.90
1385,46.17,0,1645,389,0.41,-0.01,12.67,0.06
1385,46.17,1,1669,377,7.62,1.58,227.27,46.25
1385,46.17,2,1666,389,1.43,-0.70,44.55,-19.30
1385,46.17,3,1657,382,-0.09,1.68,-0.70,52.47
1385,46.17,4,1661,393,-0.30,0.56,-7.20,18.45
1385,46.17,5,1666,378,4.41,2.40,132.89,72.60
1385,46.17,6,1661,393,-0.34,0.62,-8.54,20.22
1386,46.20,0,1646,389,7.52,-0.16,225.14,-5.30
1386,46.20,1,1669,377,0.50,-0.39,7.43,-19.35
1386,46.20,2,1666,389,0.59,-0.42,16.15,-14.01
1386,46.20,3,1657,382,1.03,-1.05,30.96,-31.41
1386,46.20,4,1661,392,1.23,-0.23,37.32,-6.54
1386,46.20,5,1666,378,2.00,-1.33,55.46,-44.32
1386,46.20,6,1661,393,1.22,-0.18,36.81,-4.96
1387,46.23,0,1646,389,7.06,0.48,204.41,6.85
1387,46.23,1,1669,377,12.60,1.56,377.65,46.38
1387,46.23,2,1666,389,14.00,0.18,419.53,4.71
1387,46.23,3,1658,382,13.70,-0.43,410.08,-14.05
1387,46.23,4,1661,393,13.52,0.08,404.38,1.29
1387,46.23,5,1666,378,13.44,1.21,401.31,34.37
1387,46.23,6,1661,393,13.33,0.11,398.69,2.19
1388,46.27,0,1646,389,-0.10,-0.04,-10.14,-8.38
1388,46.27,1,1669,377,0.37,0.59,-1.62,5.14
1388,46.27,2,1666,389,-1.16,1.08,-48.83,18.43
1388,46.27,3,1658,382,0.40,0.13,-1.62,-9.78
1388,46.27,4,1661,393,-0.23,0.77,-20.33,9.44
1388,46.27,5,1666,378,0.54,0.80,2.71,10.70
1388,46.27,6,1661,393,-0.25,0.81,-20.69,10.87
1389,46.30,0,1646,389,7.45,-0.64,223.67,-19.10
1389,46.30,1,1669,377,5.54,0.11,165.97,2.87
1389,46.30,2,1666,389,10.26,-0.57,309.00,-15.92
1389,46.30,3,1658,382,3.63,0.65,108.47,19.04
1389,46.30,4,1661,393,5.97,0.60,179.30,18.33
1389,46.30,5,1666,378,5.00,0.41,149.32,11.88
1389,46.30,6,1661,393,6.23,0.45,187.01,13.70
1390,46.33,0,1646,389,7.01,-0.49,202.83,-22.28
1390,46.33,1,1670,377,4.57,3.27,131.46,92.54
1390,46.33,2,1667,389,4.61,0.51,127.95,4.95
1390,46.33,3,1658,382,1.68,3.31,46.69,95.74
1390,46.33,4,1662,393,5.52,0.93,159.70,21.88
1390,46.33,5,1666,378,2.58,4.31,72.35,124.29
1390,46.33,6,1661,393,5.50,1.03,158.90,24.81
1391,46.37,0,1646,389,-0.90,0.59,-34.04,10.57
1391,46.37,1,1670,377,-1.05,2.28,-36.10,63.71
1391,46.37,2,1666,389,-1.80,1.04,-58.55,26.62
1391,46.37,3,1658,382,0.34,2.86,8.54,84.21
1391,46.37,4,1661,393,-2.93,1.57,-93.30,41.61
1391,46.37,5,1666,378,-0.59,2.98,-20.38,86.88
1391,46.37,6,1661,393,-2.77,1.47,-88.67,38.69
1392,46.40,0,1646,389,-1.90,1.82,-56.23,55.59
1392,46.40,1,1670,377,0.01,1.69,1.38,51.89
1392,46.40,2,1666,389,0.91,0.57,29.04,19.02
1392,46.40,3,1658,382,0.24,0.50,6.91,14.71
1392,46.40,4,1662,393,3.10,-0.97,95.98,-26.08
1392,46.40,5,1666,378,1.05,0.81,32.23,24.96
1392,46.40,6,1662,393,2.92,-0.92,90.33,-24.89
1393,46.43,0,1646,389,4.42,1.72,134.62,53.54
1393,46.43,1,1670,377,10.97,1.24,329.03,37.29
1393,46.43,2,1667,389,6.79,1.51,202.67,44.41
1393,46.43,3,1658,382,8.08,1.32,242.12,39.23
1393,46.43,4,1662,393,5.84,0.23,172.24,3.79
1393,46.43,5,1667,378,9.72,2.09,290.41,61.59
1393,46.43,6,1662,393,5.75,0.25,169.57,4.44
1394,46.47,0,1647,389,5.80,0.39,169.60,7.41
1394,46.47,1,1670,378,-1.13,1.77,-44.92,41.99
1394,46.47,2,1667,389,4.46,1.03,127.14,24.20
1394,46.47,3,1658,382,2.66,0.54,71.57,8.21
1394,46.47,4,1662,393,7.49,0.95,218.72,22.72
1394,46.47,5,1667,378,-1.51,1.91,-54.87,47.55
1394,46.47,6,1662,393,6.98,1.45,203.65,37.67
1395,46.50,0,1647,389,2.00,0.78,54.29,17.68
1395,46.50,1,1670,378,6.27,1.49,189.22,45.82
1395,46.50,2,1667,389,1.28,-1.29,33.88,-43.30
1395,46.50,3,1658,382,2.26,-0.64,65.24,-21.85
1395,46.50,4,1662,393,-1.85,0.66,-63.08,12.34
1395,46.50,5,1667,378,5.22,1.03,158.17,32.40
1395,46.50,6,1662,393,-1.55,0.61,-53.45,11.20
1396,46.53,0,1647,389,-3.42,6.52,-104.51,193.53
1396,46.53,1,1670,378,-0.01,1.81,-6.71,48.09
1396,46.53,2,1667,389,-2.47,5.92,-75.33,176.45
1396,46.53,3,1658,383,0.14,6.28,1.80,186.04
1396,46.53,4,1662,393,-3.77,5.71,-111.20,173.02
1396,46.53,5,1667,379,0.42,2.14,7.52,58.97
1396,46.53,6,1662,393,-3.76,6.14,-111.28,185.68
1397,46.57,0,1647,389,13.14,-0.74,397.50,-18.89
1397,46.57,1,1670,378,7.58,3.92,227.43,117.57
1397,46.57,2,1667,389,12.29,1.83,371.17,57.51
1397,46.57,3,1659,383,5.87,0.73,175.98,21.73
1397,46.57,4,1662,393,14.33,0.37,433.55,14.75
1397,46.57,5,1667,379,8.10,2.99,242.48,89.22
1397,46.57,6,1662,393,14.53,0.37,439.70,14.99
1398,46.60,0,1647,389,-0.28,0.59,-21.49,4.44
1398,46.60,1,1670,378,-1.14,2.27,-41.75,60.56
1398,46.60,2,1667,389,0.73,-1.25,9.46,-49.86
1398,46.60,3,1659,383,0.70,-0.35,15.22,-16.50
1398,46.60,4,1662,393,1.18,-1.45,21.05,-57.86
1398,46.60,5,1667,379,-1.72,1.80,-59.73,45.96
1398,46.60,6,1662,393,1.12,-1.51,19.20,-59.71
1399,46.63,0,1647,389,4.61,1.08,138.49,32.58
1399,46.63,1,1671,378,9.94,0.81,299.31,25.58
1399,46.63,2,1668,389,10.47,0.61,313.26,17.68
1399,46.63,3,1659,383,11.18,0.93,334.60,27.15
1399,46.63,4,1662,393,4.82,1.94,143.51,57.10
1399,46.63,5,1668,379,10.87,1.13,327.91,35.53
1399,46.63,6,1662,393,4.62,2.03,137.41,59.82
1400,46.67,0,1647,389,-2.92,4.23,-92.28,122.23
1400,46.67,1,1671,378,1.03,0.33,21.04,-0.11
1400,46.67,2,1668,389,-1.40,1.82,-52.32,44.05
1400,46.67,3,1659,383,-2.25,1.29,-78.74,27.63
1400,46.67,4,1662,393,0.43,2.15,8.14,59.67
1400,46.67,5,1667,379,-0.25,0.38,-18.34,0.44
1400,46.67,6,1662,393,0.60,2.08,13.40,57.73
1401,46.70,0,1647,389,13.36,-0.65,403.59,-16.63
1401,46.70,1,1671,378,11.37,1.22,340.20,35.44
1401,46.70,2,1668,389,4.63,3.16,140.37,96.18
1401,46.70,3,1659,383,11.36,-0.18,343.16,-3.30
1401,46.70,4,1663,393,4.95,4.12,148.21,123.30
1401,46.70,5,1668,379,11.10,-0.63,333.35,-18.67
1401,46.70,6,1663,393,5.09,3.73,152.00,111.41
1402,46.73,0,1647,389,-1.12,0.72,-46.97,8.10
1402,46.73,1,1671,378,1.58,4.13,36.09,112.50
1402,46.73,2,1668,389,9.68,-0.72,285.85,-26.14
1402,46.73,3,1659,383,0.40,3.70,0.50,99.49
1402,46.73,4,1663,393,8.26,-0.75,242.90,-27.48
1402,46.73,5,1668,379,-0.26,4.31,-19.01,118.15
1402,46.73,6,1663,393,7.69,-0.35,225.74,-15.55
1403,46.77,0,1647,389,2.28,0.67,69.46,21.20
1403,46.77,1,1671,378,-0.68,1.63,-21.91,47.39
1403,46.77,2,1668,389,1.16,0.77,25.03,13.50
1403,46.77,3,1659,383,-3.78,3.11,-113.77,92.88
1403,46.77,4,1663,393,0.32,2.00,1.30,51.81
1403,46.77,5,1668,379,-1.34,2.13,-39.95,64.23
1403,46.77,6,1663,393,0.16,1.84,-2.86,47.37
1404,46.80,0,1647,389,-2.53,4.39,-78.30,129.48
1404,46.80,1,1671,378,10.44,1.34,313.90,40.78
1404,46.80,2,1668,389,3.96,0.10,117.71,1.95
1404,46.80,3,1660,383,7.47,-1.74,227.90,-48.46
1404,46.80,4,1663,393,4.12,-0.90,123.39,-27.32
1404,46.80,5,1668,379,11.73,0.87,353.34,27.30
1404,46.80,6,1663,393,4.22,-0.99,126.40,-29.85
1405,46.83,0,1648,389,14.34,-0.29,432.65,-6.20
1405,46.83,1,1672,378,10.11,1.09,292.89,22.41
1405,46.83,2,1669,389,12.33,0.76,365.84,18.97
1405,46.83,3,1660,383,7.84,0.55,227.75,9.06
1405,46.83,4,1664,393,13.34,0.72,396.22,17.55
1405,46.83,5,1669,379,9.22,0.78,264.90,11.59
1405,46.83,6,1663,393,13.77,0.49,408.87,10.56
1406,46.87,0,1648,390,0.98,1.14,15.00,19.86
1406,46.87,1,1672,378,0.54,0.38,6.04,1.23
1406,46.87,2,1669,389,-2.25,2.05,-79.78,49.09
1406,46.87,3,1660,383,3.25,1.39,89.61,33.88
1406,46.87,4,1663,393,-2.63,3.22,-92.23,83.33
1406,46.87,5,1669,379,1.03,1.10,21.65,23.79
1406,46.87,6,1663,393,-3.07,3.39,-105.73,87.83
1407,46.90,0,1648,390,2.51,0.98,74.28,28.33
1407,46.90,1,1672,378,12.96,0.13,388.38,3.44
1407,46.90,2,1669,389,7.21,0.30,218.57,11.17
1407,46.90,3,1660,383,3.85,1.30,112.33,35.62
1407,46.90,4,1664,393,4.41,1.41,134.79,45.01
1407,46.90,5,1669,379,9.90,0.34,296.04,9.13
1407,46.90,6,1664,393,4.96,1.08,151.82,35.36
1408,46.93,0,1648,390,6.73,-0.36,199.42,-13.28
1408,46.93,1,1672,378,-0.88,2.34,-39.22,57.18
1408,46.93,2,1669,389,3.51,0.97,98.15,21.96
1408,46.93,3,1660,383,2.05,0.59,57.78,13.73
1408,46.93,4,1664,393,1.45,2.89,39.21,82.19
1408,46.93,5,1669,379,-0.41,1.45,-22.10,33.60
1408,46.93,6,1664,393,1.34,2.90,35.25,82.00
1409,46.97,0,1648,390,-0.09,4.50,-9.48,128.32
1409,46.97,1,1672,378,1.53,0.48,46.80,15.13
1409,46.97,2,1669,389,5.61,-0.35,164.80,-14.11
1409,46.97,3,1660,383,5.22,2.00,154.50,57.85
1409,46.97,4,1664,393,5.32,-0.04,158.18,-2.80
1409,46.97,5,1669,379,3.38,1.37,101.70,41.52
1409,46.97,6,1664,393,5.41,-0.14,161.04,-5.54
1410,47.00,0,1649,390,12.63,-1.49,379.12,-44.71
1410,47.00,1,1673,378,10.28,-0.46,306.75,-15.32
1410,47.00,2,1669,389,5.09,-0.50,147.21,-20.55
1410,47.00,3,1660,383,5.65,0.13,164.41,-1.43
1410,47.00,4,1664,393,4.70,0.39,135.63,6.52
1410,47.00,5,1669,379,10.25,-0.94,304.13,-31.53
1410,47.00,6,1664,394,4.44,0.59,127.74,12.22
1411,47.03,0,1649,390,0.78,1.49,10.88,31.97
1411,47.03,1,1673,378,2.69,0.85,70.36,15.24
1411,47.03,2,1670,389,12.48,-1.66,369.32,-54.83
1411,47.03,3,1661,383,9.02,0.48,265.05,8.66
1411,47.03,4,1664,393,9.36,-0.91,276.11,-32.05
1411,47.03,5,1669,379,5.38,0.57,151.25,7.00
1411,47.03,6,1664,393,9.55,-0.96,281.98,-33.33
1412,47.07,0,1649,390,12.60,-1.10,377.26,-33.72
1412,47.07,1,1673,378,8.99,2.31,266.92,66.61
1412,47.07,2,1670,389,3.96,1.21,106.28,23.88
1412,47.07,3,1661,383,4.68,1.67,131.38,41.02
1412,47.07,4,1665,393,7.83,0.46,225.64,4.43
1412,47.07,5,1670,379,5.02,2.33,145.24,64.49
1412,47.07,6,1665,393,8.17,0.29,235.67,-0.92
1413,47.10,0,1649,390,-0.62,1.21,-31.28,23.57
1413,47.10,1,1673,378,-2.40,1.47,-80.84,35.12
1413,47.10,2,1670,389,-0.99,1.47,-33.62,40.12
1413,47.10,3,1661,383,-2.12,1.01,-68.29,25.72
1413,47.10,4,1665,393,-0.74,0.88,-30.03,18.64
1413,47.10,5,1670,379,-3.23,1.99,-102.03,54.66
1413,47.10,6,1664,394,-0.56,0.76,-24.98,14.49
1414,47.13,0,1649,390,-0.01,2.14,0.18,64.78
1414,47.13,1,1673,379,5.42,1.87,164.88,58.45
1414,47.13,2,1670,390,10.42,1.65,313.66,50.45
1414,47.13,3,1661,383,8.98,2.03,271.51,62.87
1414,47.13,4,1665,394,2.52,4.34,76.22,130.96
1414,47.13,5,1670,379,4.82,1.81,147.70,57.59
1414,47.13,6,1665,394,2.05,4.75,62.19,143.19
1415,47.17,0,1649,390,11.36,1.48,340.81,44.56
1415,47.17,1,1673,379,9.69,-0.19,285.17,-10.99
1415,47.17,2,1670,390,3.45,0.30,93.18,-1.36
1415,47.17,3,1661,383,4.99,1.68,140.65,41.56
1415,47.17,4,1665,394,5.53,1.21,163.27,33.68
1415,47.17,5,1670,379,10.88,-1.01,321.59,-35.03
1415,47.17,6,1665,394,5.43,1.28,160.98,36.48
1416,47.20,0,1649,390,-2.13,0.65,-75.30,8.06
1416,47.20,1,1673,379,-0.70,1.70,-30.67,41.32
1416,47.20,2,1670,390,-1.06,2.06,-35.31,58.29
1416,47.20,3,1661,383,-2.38,1.65,-76.29,44.48
1416,47.20,4,1665,394,-0.55,1.42,-22.12,37.18
1416,47.20,5,1670,379,-2.40,2.64,-82.95,68.39
1416,47.20,6,1665,394,-0.56,1.43,-22.13,37.36
1417,47.23,0,1649,390,0.58,1.24,19.60,39.35
1417,47.23,1,1674,379,3.93,1.71,118.47,52.14
1417,47.23,2,1670,390,3.27,-0.77,99.28,-21.98
1417,47.23,3,1661,383,-0.67,0.45,-17.73,15.92
1417,47.23,4,1665,394,0.15,0.67,4.95,20.66
1417,47.23,5,1670,379,2.38,0.85,73.70,27.75
1417,47.23,6,1665,394,0.19,0.58,6.38,17.89
1418,47.27,0,1649,390,-0.68,2.27,-21.02,67.48
1418,47.27,1,1674,379,1.09,1.78,28.92,49.58
1418,47.27,2,1671,390,8.20,1.32,242.60,36.22
1418,47.27,3,1661,383,6.56,0.69,197.33,21.32
1418,47.27,4,1665,394,7.55,0.62,226.39,18.53
1418,47.27,5,1670,379,2.88,1.63,84.09,46.38
1418,47.27,6,1665,394,7.47,0.44,224.04,12.88
1419,47.30,0,1650,390,13.71,-0.93,411.90,-27.33
1419,47.30,1,1674,379,7.61,-0.10,227.31,-4.17
1419,47.30,2,1671,390,2.69,0.60,72.55,9.79
1419,47.30,3,1662,383,5.51,0.59,158.68,11.27
1419,47.30,4,1665,394,7.24,0.04,209.76,-6.26
1419,47.30,5,1670,379,8.79,0.07,260.79,-0.85
1419,47.30,6,1665,394,7.62,-0.04,221.04,-8.74
1420,47.33,0,1650,390,-0.54,0.14,-29.86,-9.64
1420,47.33,1,1674,379,-0.68,1.08,-28.05,24.69
1420,47.33,2,1671,390,-1.53,0.80,-48.72,21.20
1420,47.33,3,1662,383,-0.43,0.15,-18.47,-1.14
1420,47.33,4,1665,394,-0.89,-0.33,-34.05,-17.08
1420,47.33,5,1670,379,0.26,0.08,-1.10,-6.26
1420,47.33,6,1665,394,-0.91,-0.24,-34.97,-14.79
1421,47.37,0,1650,390,1.65,1.25,50.09,38.00
1421,47.37,1,1674,379,5.89,1.61,177.34,48.91
1421,47.37,2,1671,390,11.98,-0.67,361.01,-18.46
1421,47.37,3,1662,383,8.34,0.52,250.70,16.03
1421,47.37,4,1665,394,6.05,1.16,182.28,35.83
1421,47.37,5,1671,379,5.26,1.17,157.62,34.95
1421,47.37,6,1665,394,6.56,0.80,197.57,25.00
1422,47.40,0,1650,390,10.29,-1.57,306.95,-48.67
1422,47.40,1,1674,379,-1.96,2.75,-64.78,76.70
1422,47.40,2,1671,390,-0.34,1.24,-22.31,25.10
1422,47.40,3,1662,383,3.48,0.19,95.92,-2.63
1422,47.40,4,1666,394,4.46,0.73,127.77,15.76
1422,47.40,5,1671,380,-0.59,1.26,-23.06,32.42
1422,47.40,6,1666,394,4.51,0.75,128.69,16.08
1423,47.43,0,1650,390,0.74,-0.85,11.80,-35.75
1423,47.43,1,1674,379,0.78,0.18,25.47,7.32
1423,47.43,2,1671,390,0.60,-0.05,18.25,-1.11
1423,47.43,3,1662,383,0.37,-0.19,7.51,-9.11
1423,47.43,4,1666,394,0.07,-0.36,-2.26,-15.14
